p1,p1l,p2,p2l
http://purl.obolibrary.org/obo/FYPO_0005600,abnormal chromosome morphology (FYPO),http://purl.obolibrary.org/obo/MP_0003702,abnormal chromosome morphology (MPO)
http://purl.obolibrary.org/obo/ZP_0107612,"fin fold actinotrichium quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0107614,"actinotrichium quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0045005,Neural tube defect (HPO),http://purl.obolibrary.org/obo/XPO_0131746,abnormal neural tube closure (XPO)
http://purl.obolibrary.org/obo/MP_0001547,abnormal lipid level (MPO),http://purl.obolibrary.org/obo/WBPhenotype_0001182,fat content variant (WBP)
http://purl.obolibrary.org/obo/HP_0031808,Decreased basophil count (HPO),http://purl.obolibrary.org/obo/MP_0002607,decreased basophil cell number (MPO)
http://purl.obolibrary.org/obo/MP_0002985,abnormal urine calcium level (MPO),http://purl.obolibrary.org/obo/HP_0011280,Abnormality of urine calcium concentration (HPO)
http://purl.obolibrary.org/obo/MP_0010148,abnormal exocrine pancreas physiology (MPO),http://purl.obolibrary.org/obo/HP_0012092,Abnormality of exocrine pancreas physiology (HPO)
http://purl.obolibrary.org/obo/HP_0010447,Anal fistula (HPO),http://purl.obolibrary.org/obo/MP_0003319,anal fistula (MPO)
http://purl.obolibrary.org/obo/XPO_0125186,absent cardiovascular system (XPO),http://purl.obolibrary.org/obo/XPO_0125470,absent circulatory system (XPO)
http://purl.obolibrary.org/obo/ZP_0011560,"cytokinesis process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/FBcv_0000433,cytokinesis defective (DPO)
http://purl.obolibrary.org/obo/ZP_0021559,"hepatocyte liver structure, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0013069,"hepatocyte structure, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0001925,male infertility (MPO),http://purl.obolibrary.org/obo/HP_0003251,Male infertility (HPO)
http://purl.obolibrary.org/obo/ZP_0016792,"melanocyte eye absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0021010,"melanocyte whole organism absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0001762,polyuria (MPO),http://purl.obolibrary.org/obo/HP_0000103,Polyuria (HPO)
http://purl.obolibrary.org/obo/HP_0000848,Increased circulating renin level (HPO),http://purl.obolibrary.org/obo/MP_0003352,increased circulating renin level (MPO)
http://purl.obolibrary.org/obo/MP_0000482,long fibula (MPO),http://purl.obolibrary.org/obo/HP_0003085,Long fibula (HPO)
http://purl.obolibrary.org/obo/ZP_0010729,"centrum fused with centrum, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0006784,"vertebra fused with centrum centrum, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0006116,calcified aortic valve (MPO),http://purl.obolibrary.org/obo/HP_0004380,Aortic valve calcification (HPO)
http://purl.obolibrary.org/obo/HP_0012681,Abnormality of pineal morphology (HPO),http://purl.obolibrary.org/obo/MP_0000632,abnormal pineal gland morphology (MPO)
http://purl.obolibrary.org/obo/WBPhenotype_0001674,telomere morphology variant (WBP),http://purl.obolibrary.org/obo/FYPO_0006508,abnormal telomere morphology (FYPO)
http://purl.obolibrary.org/obo/MP_0010678,abnormal skin adnexa morphology (MPO),http://purl.obolibrary.org/obo/HP_0011138,Abnormality of skin adnexa morphology (HPO)
http://purl.obolibrary.org/obo/XPO_0131402,abnormal olfactory behavior (XPO),http://purl.obolibrary.org/obo/WBPhenotype_0001048,odorant chemosensory response variant (WBP)
http://purl.obolibrary.org/obo/ZP_0007858,"iridophore head decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0001111,"iridophore decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0013137,"cell division process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000746,cell division variant (WBP)
http://purl.obolibrary.org/obo/HP_0006443,Patellar aplasia (HPO),http://purl.obolibrary.org/obo/MP_0004694,absent patella (MPO)
http://purl.obolibrary.org/obo/MP_0000841,abnormal hindbrain morphology (MPO),http://purl.obolibrary.org/obo/HP_0011282,Abnormality of hindbrain morphology (HPO)
http://purl.obolibrary.org/obo/XPO_0131722,abnormal determination of left/right symmetry (XPO),http://purl.obolibrary.org/obo/ZP_0002923,"determination of left/right symmetry process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0011149,"locomotor rhythm process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/FBcv_0000395,locomotor rhythm defective (DPO)
http://purl.obolibrary.org/obo/ZP_0017218,"wound healing process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/XPO_0131739,abnormal wound healing (XPO)
http://purl.obolibrary.org/obo/HP_0011742,Ectopic adrenal gland (HPO),http://purl.obolibrary.org/obo/MP_0011362,ectopic adrenal gland (MPO)
http://purl.obolibrary.org/obo/HP_0007082,Dilated third ventricle (HPO),http://purl.obolibrary.org/obo/MP_0000827,dilated third ventricle (MPO)
http://purl.obolibrary.org/obo/HP_0100689,Decreased corneal thickness (HPO),http://purl.obolibrary.org/obo/MP_0005543,decreased cornea thickness (MPO)
http://purl.obolibrary.org/obo/WBPhenotype_0001009,developmental pigmentation variant (WBP),http://purl.obolibrary.org/obo/ZP_0002438,"developmental pigmentation process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0000860,Parathyroid hypoplasia (HPO),http://purl.obolibrary.org/obo/MP_0003494,parathyroid hypoplasia (MPO)
http://purl.obolibrary.org/obo/MP_0012721,short neck (MPO),http://purl.obolibrary.org/obo/HP_0000470,Short neck (HPO)
http://purl.obolibrary.org/obo/MP_0011592,abnormal catalase activity (MPO),http://purl.obolibrary.org/obo/FYPO_0001104,abnormal catalase activity (FYPO)
http://purl.obolibrary.org/obo/HP_0500133,Hypotyrosinemia (HPO),http://purl.obolibrary.org/obo/MP_0013724,decreased circulating tyrosine level (MPO)
http://purl.obolibrary.org/obo/HP_0002170,Intracranial hemorrhage (HPO),http://purl.obolibrary.org/obo/MP_0001915,intracranial hemorrhage (MPO)
http://purl.obolibrary.org/obo/HP_0030689,Decreased glucagon level (HPO),http://purl.obolibrary.org/obo/MP_0002696,decreased circulating glucagon level (MPO)
http://purl.obolibrary.org/obo/MP_0030382,absent paranasal sinus (MPO),http://purl.obolibrary.org/obo/HP_0002689,Absent paranasal sinuses (HPO)
http://purl.obolibrary.org/obo/MP_0020172,abnormal IgD level (MPO),http://purl.obolibrary.org/obo/HP_0410244,Abnormal IgD level (HPO)
http://purl.obolibrary.org/obo/MP_0030259,mandibular condyloid process hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0007628,Mandibular condyle hypoplasia (HPO)
http://purl.obolibrary.org/obo/WBPhenotype_0001095,organism high sodium chloride hypersensitive (WBP),http://purl.obolibrary.org/obo/PHIPO_0000978,sensitive to sodium chloride (PHIPO)
http://purl.obolibrary.org/obo/MP_0030166,increased inner canthal distance (MPO),http://purl.obolibrary.org/obo/HP_0000506,Telecanthus (HPO)
http://purl.obolibrary.org/obo/HP_0002239,Gastrointestinal hemorrhage (HPO),http://purl.obolibrary.org/obo/MP_0000465,gastrointestinal hemorrhage (MPO)
http://purl.obolibrary.org/obo/MP_0002106,abnormal muscle physiology (MPO),http://purl.obolibrary.org/obo/HP_0011804,Abnormal muscle physiology (HPO)
http://purl.obolibrary.org/obo/ZP_0009508,"cerebellar granule cell decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0007074,"cerebellar granule cell cerebellum decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0000396,"nucleate erythrocyte decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0004981,"nucleate erythrocyte blood decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0001196,Short umbilical cord (HPO),http://purl.obolibrary.org/obo/MP_0012304,short umbilical cord (MPO)
http://purl.obolibrary.org/obo/HP_0000283,Broad face (HPO),http://purl.obolibrary.org/obo/MP_0030069,broad face (MPO)
http://purl.obolibrary.org/obo/ZP_0000123,"mouth absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0102944,"oral region absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0001242,hyperkeratosis (MPO),http://purl.obolibrary.org/obo/HP_0007543,Epidermal hyperkeratosis (HPO)
http://purl.obolibrary.org/obo/MP_0030667,increased circulating proline level (MPO),http://purl.obolibrary.org/obo/HP_0008358,Hyperprolinemia (HPO)
http://purl.obolibrary.org/obo/HP_0009936,Narrow nasal septum (HPO),http://purl.obolibrary.org/obo/MP_0030206,thin nasal septum (MPO)
http://purl.obolibrary.org/obo/HP_0000939,Osteoporosis (HPO),http://purl.obolibrary.org/obo/MP_0000066,osteoporosis (MPO)
http://purl.obolibrary.org/obo/HP_0001680,Coarctation of aorta (HPO),http://purl.obolibrary.org/obo/MP_0010463,aorta stenosis (MPO)
http://purl.obolibrary.org/obo/HP_0100547,Abnormality of forebrain morphology (HPO),http://purl.obolibrary.org/obo/MP_0000783,abnormal forebrain morphology (MPO)
http://purl.obolibrary.org/obo/FBcv_0000423,DNA repair defective (DPO),http://purl.obolibrary.org/obo/HP_0003254,Abnormality of DNA repair (HPO)
http://purl.obolibrary.org/obo/ZP_0003629,"actinotrichium absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0014737,"fin fold actinotrichium absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0005365,Severe B lymphocytopenia (HPO),http://purl.obolibrary.org/obo/MP_0008071,absent B cells (MPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000722,nucleolus variant (WBP),http://purl.obolibrary.org/obo/MP_0008830,abnormal nucleolus morphology (MPO)
http://purl.obolibrary.org/obo/HP_0004960,Absent pulmonary artery (HPO),http://purl.obolibrary.org/obo/MP_0010521,absent pulmonary artery (MPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000729,cell death variant (WBP),http://purl.obolibrary.org/obo/PHIPO_0000019,inviable cell (PHIPO)
http://purl.obolibrary.org/obo/ZP_0104154,"cerebellar granule cell corpus cerebelli decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0007074,"cerebellar granule cell cerebellum decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0012153,Hypotriglyceridemia (HPO),http://purl.obolibrary.org/obo/MP_0002644,decreased circulating triglyceride level (MPO)
http://purl.obolibrary.org/obo/MP_0000109,abnormal parietal bone morphology (MPO),http://purl.obolibrary.org/obo/HP_0002696,Abnormal parietal bone morphology (HPO)
http://purl.obolibrary.org/obo/HP_0045009,Abnormal morphology of the radius (HPO),http://purl.obolibrary.org/obo/MP_0000552,abnormal radius morphology (MPO)
http://purl.obolibrary.org/obo/MP_0002113,abnormal skeleton development (MPO),http://purl.obolibrary.org/obo/ZP_0008343,"skeletal system development quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0003074,Hyperglycemia (HPO),http://purl.obolibrary.org/obo/MP_0001559,hyperglycemia (MPO)
http://purl.obolibrary.org/obo/MP_0000691,enlarged spleen (MPO),http://purl.obolibrary.org/obo/HP_0001744,Splenomegaly (HPO)
http://purl.obolibrary.org/obo/MP_0003300,gastrointestinal ulcer (MPO),http://purl.obolibrary.org/obo/HP_0004398,Peptic ulcer (HPO)
http://purl.obolibrary.org/obo/ZP_0005816,"eye photoreceptor cell apoptotic, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0004085,"eye photoreceptor cell retinal photoreceptor layer apoptotic, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0002901,increased urine phosphate level (MPO),http://purl.obolibrary.org/obo/HP_0012365,Hypophosphaturia (HPO)
http://purl.obolibrary.org/obo/MP_0030116,bifid nasal tip (MPO),http://purl.obolibrary.org/obo/HP_0000456,Bifid nasal tip (HPO)
http://purl.obolibrary.org/obo/HP_0000593,Abnormal anterior chamber morphology (HPO),http://purl.obolibrary.org/obo/MP_0005205,abnormal eye anterior chamber morphology (MPO)
http://purl.obolibrary.org/obo/XPO_0135258,increased cell population proliferation in eye primordium (XPO),http://purl.obolibrary.org/obo/XPO_0135804,increased cell population proliferation in optic field (XPO)
http://purl.obolibrary.org/obo/HP_0430009,Hypoplasia of eyelid (HPO),http://purl.obolibrary.org/obo/MP_0013395,eyelid hypoplasia (MPO)
http://purl.obolibrary.org/obo/MP_0030863,decreased joint mobility (MPO),http://purl.obolibrary.org/obo/HP_0001376,Limitation of joint mobility (HPO)
http://purl.obolibrary.org/obo/HP_0011314,Abnormality of long bone morphology (HPO),http://purl.obolibrary.org/obo/MP_0003723,abnormal long bone morphology (MPO)
http://purl.obolibrary.org/obo/MP_0008528,polycystic kidney (MPO),http://purl.obolibrary.org/obo/HP_0000113,Polycystic kidney dysplasia (HPO)
http://purl.obolibrary.org/obo/MP_0002789,male pseudohermaphroditism (MPO),http://purl.obolibrary.org/obo/HP_0000037,Male pseudohermaphroditism (HPO)
http://purl.obolibrary.org/obo/HP_0000525,Abnormality iris morphology (HPO),http://purl.obolibrary.org/obo/MP_0001322,abnormal iris morphology (MPO)
http://purl.obolibrary.org/obo/MP_0006093,arteriovenous malformation (MPO),http://purl.obolibrary.org/obo/HP_0100026,Arteriovenous malformation (HPO)
http://purl.obolibrary.org/obo/HP_0000303,Mandibular prognathia (HPO),http://purl.obolibrary.org/obo/MP_0010208,prognathia (MPO)
http://purl.obolibrary.org/obo/HP_0011277,Abnormality of the urinary system physiology (HPO),http://purl.obolibrary.org/obo/MP_0005502,abnormal renal/urinary system physiology (MPO)
http://purl.obolibrary.org/obo/MP_0030638,increased circulating taurine level (MPO),http://purl.obolibrary.org/obo/HP_0500181,Hypertaurinemia (HPO)
http://purl.obolibrary.org/obo/ZP_0003211,"hatching delayed, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000404,delayed hatching (WBP)
http://purl.obolibrary.org/obo/MP_0005477,increased circulating thyroxine level (MPO),http://purl.obolibrary.org/obo/HP_0008247,Euthyroid hyperthyroxinemia (HPO)
http://purl.obolibrary.org/obo/MP_0004344,scapular bone hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0000882,Hypoplastic scapulae (HPO)
http://purl.obolibrary.org/obo/ZP_0000101,"endodermal cell endoderm decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0002361,"endodermal cell decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/FBcv_0000668,cell adhesion defective (DPO),http://purl.obolibrary.org/obo/XPO_0133340,abnormal cell adhesion (XPO)
http://purl.obolibrary.org/obo/HP_0001547,Abnormality of the rib cage (HPO),http://purl.obolibrary.org/obo/MP_0004624,abnormal thoracic cage morphology (MPO)
http://purl.obolibrary.org/obo/ZP_0001371,"melanocyte increased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0001370,"melanocyte head increased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0009612,"odontogenesis arrested, abnormal (ZPO)",http://purl.obolibrary.org/obo/MP_0000118,arrest of tooth development (MPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000773,chromosome segregation variant (WBP),http://purl.obolibrary.org/obo/ZP_0006865,"chromosome segregation process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0019342,"cell adhesion process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0001744,cell adhesion variant (WBP)
http://purl.obolibrary.org/obo/HP_0000592,Blue sclerae (HPO),http://purl.obolibrary.org/obo/MP_0003102,sclera thinning (MPO)
http://purl.obolibrary.org/obo/ZP_0006619,"nucleate erythrocyte blood increased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0005009,"nucleate erythrocyte increased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0012165,Oligodactyly (HPO),http://purl.obolibrary.org/obo/MP_0000565,oligodactyly (MPO)
http://purl.obolibrary.org/obo/FBcv_0000451,wound healing defective (DPO),http://purl.obolibrary.org/obo/XPO_0131739,abnormal wound healing (XPO)
http://purl.obolibrary.org/obo/MP_0013723,increased circulating tyrosine level (MPO),http://purl.obolibrary.org/obo/HP_0003231,Hypertyrosinemia (HPO)
http://purl.obolibrary.org/obo/XPO_0131478,absent optokinetic behavior (XPO),http://purl.obolibrary.org/obo/ZP_0004562,"optokinetic behavior absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0106244,"somite trunk decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0001137,"somite decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0013670,"canonical Wnt signaling pathway process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/XPO_0131702,abnormal canonical Wnt signaling pathway (XPO)
http://purl.obolibrary.org/obo/PHIPO_0000535,resistance to rifampin (PHIPO),http://purl.obolibrary.org/obo/PHIPO_0000606,resistance to rifampicin (PHIPO)
http://purl.obolibrary.org/obo/HP_0100878,Enlarged uterus (HPO),http://purl.obolibrary.org/obo/MP_0004906,enlarged uterus (MPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000818,adult behavior variant (WBP),http://purl.obolibrary.org/obo/ZP_0014781,"adult behavior process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0008250,abnormal myeloid leukocyte morphology (MPO),http://purl.obolibrary.org/obo/HP_0010974,Abnormal myeloid leukocyte morphology (HPO)
http://purl.obolibrary.org/obo/HP_0006000,Ureteral obstruction (HPO),http://purl.obolibrary.org/obo/MP_0003587,ureter obstruction (MPO)
http://purl.obolibrary.org/obo/ZP_0101282,"defecation process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000650,defecation variant (WBP)
http://purl.obolibrary.org/obo/XPO_0116429,abnormal behavior (XPO),http://purl.obolibrary.org/obo/FBcv_0000387,behavior defective (DPO)
http://purl.obolibrary.org/obo/MP_0001310,abnormal conjunctiva morphology (MPO),http://purl.obolibrary.org/obo/HP_0000502,Abnormal conjunctiva morphology (HPO)
http://purl.obolibrary.org/obo/XPO_0138360,decreased cell population proliferation in eye primordium (XPO),http://purl.obolibrary.org/obo/XPO_0138906,decreased cell population proliferation in optic field (XPO)
http://purl.obolibrary.org/obo/ZP_0004500,"nervous system development process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000623,nervous system development variant (WBP)
